reqId,testId,mode,model,coverage_score,support_score,objective_score
R25,R25_9,vector,claude-haiku-4-5-20251001,0.5667,0.7619,0.6545
R25,R25_10,vector,claude-haiku-4-5-20251001,0.5,0.8824,0.6721
R47,R47_1,vector,claude-haiku-4-5-20251001,0.375,0.6111,0.4812
R47,R47_2,vector,claude-haiku-4-5-20251001,0.75,0.9286,0.8304
R47,R47_3,vector,claude-haiku-4-5-20251001,0.5,0.7368,0.6066
R47,R47_4,vector,claude-haiku-4-5-20251001,0.625,0.7619,0.6866
R47,R47_5,vector,claude-haiku-4-5-20251001,0.375,0.75,0.5438
R47,R47_6,vector,claude-haiku-4-5-20251001,0.625,0.6,0.6138
R47,R47_7,vector,claude-haiku-4-5-20251001,0.625,0.8125,0.7094
R47,R47_8,vector,claude-haiku-4-5-20251001,0.375,0.8333,0.5812
R47,R47_9,vector,claude-haiku-4-5-20251001,0.375,0.6667,0.5063
R47,R47_10,vector,claude-haiku-4-5-20251001,0.625,0.7083,0.6625
R58c,R58c_1,hybrid,claude-haiku-4-5-20251001,0.7273,0.4762,0.6143
R58c,R58c_2,hybrid,claude-haiku-4-5-20251001,0.8182,0.5,0.675
R58c,R58c_3,hybrid,claude-haiku-4-5-20251001,0.7273,0.6667,0.7
R58c,R58c_4,hybrid,claude-haiku-4-5-20251001,0.7273,0.75,0.7375
R58c,R58c_5,hybrid,claude-haiku-4-5-20251001,0.7273,0.7059,0.7177
R58c,R58c_6,hybrid,claude-haiku-4-5-20251001,0.7273,0.8,0.76
R58c,R58c_7,hybrid,claude-haiku-4-5-20251001,0.8182,0.7647,0.7941
R58c,R58c_8,hybrid,claude-haiku-4-5-20251001,0.7273,0.6364,0.6864
R58c,R58c_9,hybrid,claude-haiku-4-5-20251001,0.7273,0.5,0.625
R58c,R58c_10,hybrid,claude-haiku-4-5-20251001,0.8182,0.7222,0.775
R51,R51_1,vector,claude-haiku-4-5-20251001,0.5,0.5,0.5
R51,R51_2,vector,claude-haiku-4-5-20251001,0.5,0.5,0.5
R51,R51_3,vector,claude-haiku-4-5-20251001,0.5,0.5833,0.5375
R51,R51_4,vector,claude-haiku-4-5-20251001,0.75,0.4615,0.6202
R51,R51_5,vector,claude-haiku-4-5-20251001,0.625,0.4737,0.5569
R51,R51_6,vector,claude-haiku-4-5-20251001,0.625,0.4737,0.5569
R51,R51_7,vector,claude-haiku-4-5-20251001,0.75,0.44,0.6105
R51,R51_8,vector,claude-haiku-4-5-20251001,0.375,0.4762,0.4205
R51,R51_9,vector,claude-haiku-4-5-20251001,0.375,0.3462,0.362
R51,R51_10,vector,claude-haiku-4-5-20251001,0.5,0.4583,0.4812
R4,R4_1,hybrid,claude-haiku-4-5-20251001,0.0,0.1053,0.0474
R4,R4_2,hybrid,claude-haiku-4-5-20251001,0.0,0.0769,0.0346
R4,R4_3,hybrid,claude-haiku-4-5-20251001,1.0,0.1176,0.6029
R4,R4_4,hybrid,claude-haiku-4-5-20251001,0.0,0.1111,0.05
R4,R4_5,hybrid,claude-haiku-4-5-20251001,0.0,0.125,0.0563
R4,R4_6,hybrid,claude-haiku-4-5-20251001,0.0,0.1111,0.05
R4,R4_7,hybrid,claude-haiku-4-5-20251001,0.0,0.0588,0.0265
R4,R4_8,hybrid,claude-haiku-4-5-20251001,0.0,0.0952,0.0428
R4,R4_9,hybrid,claude-haiku-4-5-20251001,0.0,0.1579,0.0711
R4,R4_10,hybrid,claude-haiku-4-5-20251001,0.0,0.0526,0.0237
R26,R26_1,vector,claude-haiku-4-5-20251001,0.5714,0.8,0.6743
R26,R26_2,vector,claude-haiku-4-5-20251001,0.5714,0.8125,0.6799
R26,R26_3,vector,claude-haiku-4-5-20251001,0.5714,0.6923,0.6258
R26,R26_4,vector,claude-haiku-4-5-20251001,0.7143,0.7692,0.739
R26,R26_5,vector,claude-haiku-4-5-20251001,0.5714,0.5714,0.5714
R26,R26_6,vector,claude-haiku-4-5-20251001,0.7143,0.6429,0.6822
R26,R26_7,vector,claude-haiku-4-5-20251001,0.5714,0.6429,0.6036
R26,R26_8,vector,claude-haiku-4-5-20251001,0.7143,0.6875,0.7022
R26,R26_9,vector,claude-haiku-4-5-20251001,0.5714,0.5714,0.5714
R26,R26_10,vector,claude-haiku-4-5-20251001,0.5714,0.6667,0.6143
R81b,R81b_1,graph,claude-haiku-4-5-20251001,0.5,0.5263,0.5118
R81b,R81b_2,graph,claude-haiku-4-5-20251001,0.5,0.68,0.581
R81b,R81b_3,graph,claude-haiku-4-5-20251001,0.5,0.6957,0.5881
R81b,R81b_4,graph,claude-haiku-4-5-20251001,0.5,0.5,0.5
R81b,R81b_5,graph,claude-haiku-4-5-20251001,0.6,0.5,0.555
R81b,R81b_6,graph,claude-haiku-4-5-20251001,0.5,0.7059,0.5927
R81b,R81b_7,graph,claude-haiku-4-5-20251001,0.5,0.8421,0.6539
R81b,R81b_8,graph,claude-haiku-4-5-20251001,0.6,0.7727,0.6777
R81b,R81b_9,graph,claude-haiku-4-5-20251001,0.4,0.5417,0.4638
R81b,R81b_10,graph,claude-haiku-4-5-20251001,0.6,0.7143,0.6514
R45,R45_1,vector,claude-haiku-4-5-20251001,1.0,0.7273,0.8773
R45,R45_2,vector,claude-haiku-4-5-20251001,0.8333,0.7391,0.7909
R45,R45_3,vector,claude-haiku-4-5-20251001,0.8333,0.6667,0.7583
R45,R45_4,vector,claude-haiku-4-5-20251001,0.8333,0.7692,0.8045
R45,R45_5,vector,claude-haiku-4-5-20251001,0.8333,0.7083,0.7771
R45,R45_6,vector,claude-haiku-4-5-20251001,0.8333,0.6923,0.7699
R45,R45_7,vector,claude-haiku-4-5-20251001,1.0,0.6667,0.85
R45,R45_8,vector,claude-haiku-4-5-20251001,0.8333,0.7083,0.7771
R45,R45_9,vector,claude-haiku-4-5-20251001,0.8333,0.64,0.7463
R45,R45_10,vector,claude-haiku-4-5-20251001,0.8333,0.6071,0.7315
R81c,R81c_1,graph,claude-haiku-4-5-20251001,0.5,0.4545,0.4795
R81c,R81c_2,graph,claude-haiku-4-5-20251001,0.75,0.4444,0.6125
R81c,R81c_3,graph,claude-haiku-4-5-20251001,0.75,0.6154,0.6894
R81c,R81c_4,graph,claude-haiku-4-5-20251001,0.75,0.3077,0.551
R81c,R81c_5,graph,claude-haiku-4-5-20251001,0.25,0.5333,0.3775
R81c,R81c_6,graph,claude-haiku-4-5-20251001,0.75,0.4118,0.5978
R81c,R81c_7,graph,claude-haiku-4-5-20251001,0.75,0.3043,0.5494
R81c,R81c_8,graph,claude-haiku-4-5-20251001,0.75,0.5263,0.6493
R81c,R81c_9,graph,claude-haiku-4-5-20251001,0.5,0.4667,0.485
R81c,R81c_10,graph,claude-haiku-4-5-20251001,0.75,0.3684,0.5783
R31b,R31b_1,graph,claude-haiku-4-5-20251001,0.7143,0.4375,0.5897
R31b,R31b_2,graph,claude-haiku-4-5-20251001,0.7143,0.5263,0.6297
R31b,R31b_3,graph,claude-haiku-4-5-20251001,0.8571,0.75,0.8089
R31b,R31b_4,graph,claude-haiku-4-5-20251001,0.4286,0.3,0.3707
R31b,R31b_5,graph,claude-haiku-4-5-20251001,0.4286,0.3478,0.3922
R31b,R31b_6,graph,claude-haiku-4-5-20251001,0.5714,0.5,0.5393
R31b,R31b_7,graph,claude-haiku-4-5-20251001,0.7143,0.5556,0.6429
R31b,R31b_8,graph,claude-haiku-4-5-20251001,0.5714,0.6667,0.6143
R31b,R31b_9,graph,claude-haiku-4-5-20251001,0.4286,0.3333,0.3857
R31b,R31b_10,graph,claude-haiku-4-5-20251001,0.7143,0.5,0.6179
R49,R49_1,vector,claude-haiku-4-5-20251001,0.6,0.1429,0.3943
R49,R49_2,vector,claude-haiku-4-5-20251001,0.2,0.0667,0.14
R49,R49_3,vector,claude-haiku-4-5-20251001,0.2,0.1333,0.17
R49,R49_4,vector,claude-haiku-4-5-20251001,0.2,0.1333,0.17
R49,R49_5,vector,claude-haiku-4-5-20251001,0.8,0.1852,0.5233
R49,R49_6,vector,claude-haiku-4-5-20251001,0.0,0.0,0.0
R49,R49_7,vector,claude-haiku-4-5-20251001,0.4,0.1333,0.28
R49,R49_8,vector,claude-haiku-4-5-20251001,0.0,0.0,0.0
R49,R49_9,vector,claude-haiku-4-5-20251001,0.0,0.0,0.0
R49,R49_10,vector,claude-haiku-4-5-20251001,0.2,0.0714,0.1421
R41,R41_1,graph,claude-haiku-4-5-20251001,0.5,0.8889,0.675
R41,R41_2,graph,claude-haiku-4-5-20251001,0.5,0.8333,0.65
R41,R41_3,graph,claude-haiku-4-5-20251001,0.5,0.8125,0.6406
R41,R41_4,graph,claude-haiku-4-5-20251001,0.5,0.6471,0.5662
R41,R41_5,graph,claude-haiku-4-5-20251001,0.8333,0.4167,0.6458
R41,R41_6,graph,claude-haiku-4-5-20251001,0.5,0.8261,0.6467
R41,R41_7,graph,claude-haiku-4-5-20251001,0.5,0.85,0.6575
R41,R41_8,graph,claude-haiku-4-5-20251001,0.5,0.6957,0.5881
R41,R41_9,graph,claude-haiku-4-5-20251001,0.5,0.75,0.6125
R41,R41_10,graph,claude-haiku-4-5-20251001,0.5,0.7647,0.6191
R63,R63_1,vector,claude-haiku-4-5-20251001,0.5263,0.7742,0.6379
R63,R63_2,vector,claude-haiku-4-5-20251001,0.3684,0.75,0.5401
R63,R63_3,vector,claude-haiku-4-5-20251001,0.5789,0.7586,0.6598
R63,R63_4,vector,claude-haiku-4-5-20251001,0.7368,0.7917,0.7615
R63,R63_5,vector,claude-haiku-4-5-20251001,0.4737,0.6667,0.5605
R63,R63_6,vector,claude-haiku-4-5-20251001,0.4737,0.8,0.6205
R63,R63_7,vector,claude-haiku-4-5-20251001,0.3684,0.8,0.5626
R63,R63_8,vector,claude-haiku-4-5-20251001,0.3684,0.8095,0.5669
R63,R63_9,vector,claude-haiku-4-5-20251001,0.4211,0.5185,0.4649
R63,R63_10,vector,claude-haiku-4-5-20251001,0.6316,0.72,0.6714
R91d,R91d_1,graph,claude-haiku-4-5-20251001,0.7778,0.9412,0.8513
R91d,R91d_2,graph,claude-haiku-4-5-20251001,0.6667,0.8462,0.7475
R91d,R91d_3,graph,claude-haiku-4-5-20251001,0.6667,0.75,0.7042
R91d,R91d_4,graph,claude-haiku-4-5-20251001,0.7778,0.8333,0.8028
R91d,R91d_5,graph,claude-haiku-4-5-20251001,1.0,0.875,0.9438
R91d,R91d_6,graph,claude-haiku-4-5-20251001,0.7778,0.5909,0.6937
R91d,R91d_7,graph,claude-haiku-4-5-20251001,0.7778,0.5,0.6528
R91d,R91d_8,graph,claude-haiku-4-5-20251001,0.6667,0.85,0.7492
R91d,R91d_9,graph,claude-haiku-4-5-20251001,1.0,0.84,0.928
R91d,R91d_10,graph,claude-haiku-4-5-20251001,0.7778,0.6364,0.7142
R21,R21_1,vector,claude-haiku-4-5-20251001,1.0,0.5,0.775
R21,R21_2,vector,claude-haiku-4-5-20251001,1.0,0.6154,0.8269
R21,R21_3,vector,claude-haiku-4-5-20251001,1.0,0.3333,0.7
R21,R21_4,vector,claude-haiku-4-5-20251001,1.0,0.5,0.775
R21,R21_5,vector,claude-haiku-4-5-20251001,1.0,0.6,0.82
R21,R21_6,vector,claude-haiku-4-5-20251001,1.0,0.2941,0.6823
R21,R21_7,vector,claude-haiku-4-5-20251001,1.0,0.4,0.73
R21,R21_8,vector,claude-haiku-4-5-20251001,1.0,0.3125,0.6906
R21,R21_9,vector,claude-haiku-4-5-20251001,1.0,0.4783,0.7652
R21,R21_10,vector,claude-haiku-4-5-20251001,1.0,0.5,0.775
R63,R63_1,graph,claude-haiku-4-5-20251001,0.5263,0.8261,0.6612
R63,R63_2,graph,claude-haiku-4-5-20251001,0.4211,0.7368,0.5632
R63,R63_3,graph,claude-haiku-4-5-20251001,0.3684,0.6957,0.5157
R63,R63_4,graph,claude-haiku-4-5-20251001,0.5263,0.6,0.5595
R63,R63_5,graph,claude-haiku-4-5-20251001,0.4211,0.68,0.5376
R63,R63_6,graph,claude-haiku-4-5-20251001,0.2632,0.4118,0.3301
R63,R63_7,graph,claude-haiku-4-5-20251001,0.7368,0.7619,0.7481
R63,R63_8,graph,claude-haiku-4-5-20251001,0.3158,0.4545,0.3782
R63,R63_9,graph,claude-haiku-4-5-20251001,0.5789,0.5238,0.5541
R63,R63_10,graph,claude-haiku-4-5-20251001,0.4211,0.4545,0.4361
R37,R37_1,graph,claude-haiku-4-5-20251001,1.0,0.8333,0.925
R37,R37_2,graph,claude-haiku-4-5-20251001,1.0,0.6316,0.8342
R37,R37_3,graph,claude-haiku-4-5-20251001,1.0,0.6316,0.8342
R37,R37_4,graph,claude-haiku-4-5-20251001,1.0,0.4444,0.75
R37,R37_5,graph,claude-haiku-4-5-20251001,1.0,0.5882,0.8147
R37,R37_6,graph,claude-haiku-4-5-20251001,1.0,0.35,0.7075
R37,R37_7,graph,claude-haiku-4-5-20251001,1.0,0.25,0.6625
R37,R37_8,graph,claude-haiku-4-5-20251001,0.6667,0.4545,0.5712
R37,R37_9,graph,claude-haiku-4-5-20251001,1.0,0.5,0.775
R37,R37_10,graph,claude-haiku-4-5-20251001,1.0,0.5556,0.8
R80,R80_1,graph,claude-haiku-4-5-20251001,0.5,0.7143,0.5964
R80,R80_2,graph,claude-haiku-4-5-20251001,0.5,0.7826,0.6272
R80,R80_3,graph,claude-haiku-4-5-20251001,0.5556,0.7273,0.6329
R80,R80_4,graph,claude-haiku-4-5-20251001,0.3889,0.7391,0.5465
R80,R80_5,graph,claude-haiku-4-5-20251001,0.7222,0.84,0.7752
R80,R80_6,graph,claude-haiku-4-5-20251001,0.4444,0.56,0.4964
R80,R80_7,graph,claude-haiku-4-5-20251001,0.7222,0.72,0.7212
R80,R80_8,graph,claude-haiku-4-5-20251001,0.3889,0.3571,0.3746
R80,R80_9,graph,claude-haiku-4-5-20251001,0.5556,0.7143,0.627
R80,R80_10,graph,claude-haiku-4-5-20251001,0.8889,0.7586,0.8303
R71b,R71b_1,hybrid,claude-haiku-4-5-20251001,0.6,0.72,0.654
R71b,R71b_2,hybrid,claude-haiku-4-5-20251001,0.25,0.4615,0.3452
R71b,R71b_3,hybrid,claude-haiku-4-5-20251001,0.65,0.6897,0.6679
R71b,R71b_4,hybrid,claude-haiku-4-5-20251001,0.45,0.4783,0.4627
R71b,R71b_5,hybrid,claude-haiku-4-5-20251001,0.5,0.8182,0.6432
R71b,R71b_6,hybrid,claude-haiku-4-5-20251001,0.65,0.7273,0.6848
R71b,R71b_7,hybrid,claude-haiku-4-5-20251001,0.75,0.5833,0.675
R71b,R71b_8,hybrid,claude-haiku-4-5-20251001,0.5,0.4062,0.4578
R71b,R71b_9,hybrid,claude-haiku-4-5-20251001,0.5,0.5185,0.5083
R71b,R71b_10,hybrid,claude-haiku-4-5-20251001,0.4,0.6,0.49
R29,R29_1,graph,claude-haiku-4-5-20251001,0.8125,0.6923,0.7584
R29,R29_2,graph,claude-haiku-4-5-20251001,0.375,0.5556,0.4563
R29,R29_3,graph,claude-haiku-4-5-20251001,0.375,0.6111,0.4812
R29,R29_4,graph,claude-haiku-4-5-20251001,0.3125,0.9091,0.581
R29,R29_5,graph,claude-haiku-4-5-20251001,0.375,0.8667,0.5963
R29,R29_6,graph,claude-haiku-4-5-20251001,0.375,0.9375,0.6281
R29,R29_7,graph,claude-haiku-4-5-20251001,0.375,0.75,0.5438
R29,R29_8,graph,claude-haiku-4-5-20251001,0.375,0.6667,0.5063
R29,R29_9,graph,claude-haiku-4-5-20251001,0.375,0.65,0.4988
R29,R29_10,graph,claude-haiku-4-5-20251001,0.25,0.6667,0.4375
R34,R34_1,graph,claude-haiku-4-5-20251001,0.5833,0.6667,0.6208
R34,R34_2,graph,claude-haiku-4-5-20251001,0.5,0.6875,0.5844
R34,R34_3,graph,claude-haiku-4-5-20251001,0.5,0.7143,0.5964
R34,R34_4,graph,claude-haiku-4-5-20251001,0.5,0.6957,0.5881
R34,R34_5,graph,claude-haiku-4-5-20251001,0.75,0.5455,0.658
R34,R34_6,graph,claude-haiku-4-5-20251001,0.75,0.45,0.615
R34,R34_7,graph,claude-haiku-4-5-20251001,0.5833,0.5882,0.5855
R34,R34_8,graph,claude-haiku-4-5-20251001,0.5,0.6154,0.5519
R34,R34_9,graph,claude-haiku-4-5-20251001,0.5833,0.3939,0.4981
R34,R34_10,graph,claude-haiku-4-5-20251001,0.5,0.4231,0.4654
R48,R48_1,graph,claude-haiku-4-5-20251001,1.0,0.5833,0.8125
R48,R48_2,graph,claude-haiku-4-5-20251001,1.0,0.6071,0.8232
R48,R48_3,graph,claude-haiku-4-5-20251001,1.0,0.6667,0.85
R48,R48_4,graph,claude-haiku-4-5-20251001,1.0,0.7857,0.9036
R48,R48_5,graph,claude-haiku-4-5-20251001,1.0,0.7097,0.8694
R48,R48_6,graph,claude-haiku-4-5-20251001,1.0,0.6897,0.8604
R48,R48_7,graph,claude-haiku-4-5-20251001,1.0,0.6923,0.8615
R48,R48_8,graph,claude-haiku-4-5-20251001,1.0,0.5333,0.79
R48,R48_9,graph,claude-haiku-4-5-20251001,1.0,0.7083,0.8687
R48,R48_10,graph,claude-haiku-4-5-20251001,1.0,0.4054,0.7324
R7,R7_1,graph,claude-haiku-4-5-20251001,0.6,0.6111,0.605
R7,R7_2,graph,claude-haiku-4-5-20251001,0.6,0.6111,0.605
R7,R7_3,graph,claude-haiku-4-5-20251001,0.6,0.6538,0.6242
R7,R7_4,graph,claude-haiku-4-5-20251001,0.6,0.7727,0.6777
R7,R7_5,graph,claude-haiku-4-5-20251001,0.6,0.7619,0.6729
R7,R7_6,graph,claude-haiku-4-5-20251001,0.6,0.68,0.636
R7,R7_7,graph,claude-haiku-4-5-20251001,0.6,0.68,0.636
R7,R7_8,graph,claude-haiku-4-5-20251001,0.4,0.6,0.49
R7,R7_9,graph,claude-haiku-4-5-20251001,0.6,0.7143,0.6514
R7,R7_10,graph,claude-haiku-4-5-20251001,0.4,0.64,0.508
R100b,R100b_1,hybrid,claude-haiku-4-5-20251001,1.0,0.5,0.775
R100b,R100b_2,hybrid,claude-haiku-4-5-20251001,1.0,0.6,0.82
R100b,R100b_3,hybrid,claude-haiku-4-5-20251001,1.0,0.5833,0.8125
R100b,R100b_4,hybrid,claude-haiku-4-5-20251001,1.0,0.6,0.82
R100b,R100b_5,hybrid,claude-haiku-4-5-20251001,1.0,0.5789,0.8105
R100b,R100b_6,hybrid,claude-haiku-4-5-20251001,1.0,0.6087,0.8239
R100b,R100b_7,hybrid,claude-haiku-4-5-20251001,0.75,0.7059,0.7302
R100b,R100b_8,hybrid,claude-haiku-4-5-20251001,1.0,0.8929,0.9518
R100b,R100b_9,hybrid,claude-haiku-4-5-20251001,0.75,0.8421,0.7914
R100b,R100b_10,hybrid,claude-haiku-4-5-20251001,1.0,0.56,0.802
R33,R33_1,vector,claude-haiku-4-5-20251001,0.7143,0.36,0.5549
R33,R33_2,vector,claude-haiku-4-5-20251001,0.7143,0.3333,0.5429
R33,R33_3,vector,claude-haiku-4-5-20251001,0.8571,0.3478,0.6279
R33,R33_4,vector,claude-haiku-4-5-20251001,0.7143,0.4444,0.5928
R33,R33_5,vector,claude-haiku-4-5-20251001,0.7143,0.3636,0.5565
R33,R33_6,vector,claude-haiku-4-5-20251001,0.7143,0.4286,0.5857
R33,R33_7,vector,claude-haiku-4-5-20251001,0.8571,0.56,0.7234
R33,R33_8,vector,claude-haiku-4-5-20251001,0.8571,0.4783,0.6866
R33,R33_9,vector,claude-haiku-4-5-20251001,0.7143,0.4074,0.5762
R33,R33_10,vector,claude-haiku-4-5-20251001,0.7143,0.2917,0.5241
R61c,R61c_1,hybrid,claude-haiku-4-5-20251001,0.8182,0.7586,0.7914
R61c,R61c_2,hybrid,claude-haiku-4-5-20251001,0.6364,0.85,0.7325
R61c,R61c_3,hybrid,claude-haiku-4-5-20251001,0.6364,0.6667,0.65
R61c,R61c_4,hybrid,claude-haiku-4-5-20251001,0.8182,0.8636,0.8386
R61c,R61c_5,hybrid,claude-haiku-4-5-20251001,0.7273,0.6538,0.6942
R61c,R61c_6,hybrid,claude-haiku-4-5-20251001,0.6364,0.7143,0.6715
R61c,R61c_7,hybrid,claude-haiku-4-5-20251001,0.6364,0.8125,0.7156
R61c,R61c_8,hybrid,claude-haiku-4-5-20251001,0.6364,0.7727,0.6977
R61c,R61c_9,hybrid,claude-haiku-4-5-20251001,0.7273,0.913,0.8109
R61c,R61c_10,hybrid,claude-haiku-4-5-20251001,0.6364,0.6071,0.6232
R22,R22_1,hybrid,claude-haiku-4-5-20251001,0.875,0.4667,0.6913
R22,R22_2,hybrid,claude-haiku-4-5-20251001,0.625,0.55,0.5913
R22,R22_3,hybrid,claude-haiku-4-5-20251001,0.625,0.6364,0.6301
R22,R22_4,hybrid,claude-haiku-4-5-20251001,0.75,0.6,0.6825
R22,R22_5,hybrid,claude-haiku-4-5-20251001,0.75,0.5882,0.6772
R22,R22_6,hybrid,claude-haiku-4-5-20251001,0.625,0.4211,0.5332
R22,R22_7,hybrid,claude-haiku-4-5-20251001,0.625,0.4737,0.5569
R22,R22_8,hybrid,claude-haiku-4-5-20251001,0.625,0.4286,0.5366
R22,R22_9,hybrid,claude-haiku-4-5-20251001,0.625,0.375,0.5125
R22,R22_10,hybrid,claude-haiku-4-5-20251001,0.625,0.4,0.5238
R74,R74_1,vector,claude-haiku-4-5-20251001,0.75,0.7143,0.7339
R74,R74_2,vector,claude-haiku-4-5-20251001,0.0,0.6667,0.3
R74,R74_3,vector,claude-haiku-4-5-20251001,0.75,0.4,0.5925
R74,R74_4,vector,claude-haiku-4-5-20251001,0.75,0.5833,0.675
R74,R74_5,vector,claude-haiku-4-5-20251001,0.75,0.4286,0.6054
R74,R74_6,vector,claude-haiku-4-5-20251001,0.75,0.6154,0.6894
R74,R74_7,vector,claude-haiku-4-5-20251001,1.0,0.6667,0.85
R74,R74_8,vector,claude-haiku-4-5-20251001,1.0,0.5882,0.8147
R74,R74_9,vector,claude-haiku-4-5-20251001,1.0,0.5556,0.8
R74,R74_10,vector,claude-haiku-4-5-20251001,0.75,0.5417,0.6563
R62,R62_1,vector,claude-haiku-4-5-20251001,0.125,0.4211,0.2582
R62,R62_2,vector,claude-haiku-4-5-20251001,0.125,0.375,0.2375
R62,R62_3,vector,claude-haiku-4-5-20251001,0.375,0.5652,0.4606
R62,R62_4,vector,claude-haiku-4-5-20251001,0.1667,0.65,0.3842
R62,R62_5,vector,claude-haiku-4-5-20251001,0.125,0.44,0.2668
R62,R62_6,vector,claude-haiku-4-5-20251001,0.2083,0.5652,0.3689
R62,R62_7,vector,claude-haiku-4-5-20251001,0.125,0.3529,0.2276
R62,R62_8,vector,claude-haiku-4-5-20251001,0.125,0.5652,0.3231
R62,R62_9,vector,claude-haiku-4-5-20251001,0.375,0.5652,0.4606
R62,R62_10,vector,claude-haiku-4-5-20251001,0.625,0.6842,0.6516
R70,R70_1,hybrid,claude-haiku-4-5-20251001,0.6154,0.5714,0.5956
R70,R70_2,hybrid,claude-haiku-4-5-20251001,0.5385,0.8182,0.6644
R70,R70_3,hybrid,claude-haiku-4-5-20251001,0.6154,0.56,0.5905
R70,R70_4,hybrid,claude-haiku-4-5-20251001,0.6154,0.6,0.6085
R70,R70_5,hybrid,claude-haiku-4-5-20251001,0.5385,0.7391,0.6288
R70,R70_6,hybrid,claude-haiku-4-5-20251001,0.5385,0.5385,0.5385
R70,R70_7,hybrid,claude-haiku-4-5-20251001,0.4615,0.5714,0.511
R70,R70_8,hybrid,claude-haiku-4-5-20251001,0.5385,0.625,0.5774
R70,R70_9,hybrid,claude-haiku-4-5-20251001,0.5385,0.4737,0.5093
R70,R70_10,hybrid,claude-haiku-4-5-20251001,0.5385,0.7,0.6112
R44,R44_1,vector,claude-haiku-4-5-20251001,0.5333,0.875,0.6871
R44,R44_2,vector,claude-haiku-4-5-20251001,0.5333,0.6364,0.5797
R44,R44_3,vector,claude-haiku-4-5-20251001,0.5333,0.8824,0.6904
R44,R44_4,vector,claude-haiku-4-5-20251001,0.5333,0.9444,0.7183
R44,R44_5,vector,claude-haiku-4-5-20251001,0.6,0.6,0.6
R44,R44_6,vector,claude-haiku-4-5-20251001,0.6,0.7059,0.6477
R44,R44_7,vector,claude-haiku-4-5-20251001,0.6,0.8235,0.7006
R44,R44_8,vector,claude-haiku-4-5-20251001,0.5333,0.8235,0.6639
R44,R44_9,vector,claude-haiku-4-5-20251001,0.5333,0.6316,0.5775
R44,R44_10,vector,claude-haiku-4-5-20251001,0.5333,0.6667,0.5933
R30,R30_1,hybrid,claude-haiku-4-5-20251001,1.0,0.5417,0.7938
R30,R30_2,hybrid,claude-haiku-4-5-20251001,1.0,0.5652,0.8043
R30,R30_3,hybrid,claude-haiku-4-5-20251001,1.0,0.52,0.784
R30,R30_4,hybrid,claude-haiku-4-5-20251001,1.0,0.4444,0.75
R30,R30_5,hybrid,claude-haiku-4-5-20251001,1.0,0.625,0.8313
R30,R30_6,hybrid,claude-haiku-4-5-20251001,1.0,0.625,0.8313
R30,R30_7,hybrid,claude-haiku-4-5-20251001,1.0,0.6471,0.8412
R30,R30_8,hybrid,claude-haiku-4-5-20251001,1.0,0.6667,0.85
R30,R30_9,hybrid,claude-haiku-4-5-20251001,1.0,0.5714,0.8071
R30,R30_10,hybrid,claude-haiku-4-5-20251001,1.0,0.5556,0.8
R87b,R87b_1,graph,claude-haiku-4-5-20251001,0.5,0.6875,0.5844
R87b,R87b_2,graph,claude-haiku-4-5-20251001,0.75,0.6429,0.7018
R87b,R87b_3,graph,claude-haiku-4-5-20251001,0.75,0.75,0.75
R87b,R87b_4,graph,claude-haiku-4-5-20251001,0.5,0.5556,0.525
R87b,R87b_5,graph,claude-haiku-4-5-20251001,0.5,0.6875,0.5844
R87b,R87b_6,graph,claude-haiku-4-5-20251001,0.75,0.5294,0.6507
R87b,R87b_7,graph,claude-haiku-4-5-20251001,0.5,0.5,0.5
R87b,R87b_8,graph,claude-haiku-4-5-20251001,0.75,0.5294,0.6507
R87b,R87b_9,graph,claude-haiku-4-5-20251001,0.75,0.75,0.75
R87b,R87b_10,graph,claude-haiku-4-5-20251001,0.75,0.7143,0.7339
R92c,R92c_1,vector,claude-haiku-4-5-20251001,0.7,0.8947,0.7876
R92c,R92c_2,vector,claude-haiku-4-5-20251001,0.7,0.6667,0.685
R92c,R92c_3,vector,claude-haiku-4-5-20251001,0.9,0.875,0.8888
R92c,R92c_4,vector,claude-haiku-4-5-20251001,0.6,0.7619,0.6729
R92c,R92c_5,vector,claude-haiku-4-5-20251001,0.5,0.64,0.563
R92c,R92c_6,vector,claude-haiku-4-5-20251001,0.6,0.8333,0.705
R92c,R92c_7,vector,claude-haiku-4-5-20251001,0.6,0.8421,0.7089
R92c,R92c_8,vector,claude-haiku-4-5-20251001,0.7,0.7826,0.7372
R92c,R92c_9,vector,claude-haiku-4-5-20251001,0.7,0.8,0.745
R92c,R92c_10,vector,claude-haiku-4-5-20251001,0.7,0.6471,0.6762
R71,R71_1,hybrid,claude-haiku-4-5-20251001,0.4,0.2222,0.32
R71,R71_2,hybrid,claude-haiku-4-5-20251001,0.4,0.2083,0.3137
R71,R71_3,hybrid,claude-haiku-4-5-20251001,0.5,0.1471,0.3412
R71,R71_4,hybrid,claude-haiku-4-5-20251001,0.5,0.2222,0.375
R71,R71_5,hybrid,claude-haiku-4-5-20251001,0.2,0.1667,0.185
R71,R71_6,hybrid,claude-haiku-4-5-20251001,0.4,0.1724,0.2976
R71,R71_7,hybrid,claude-haiku-4-5-20251001,0.5,0.25,0.3875
R71,R71_8,hybrid,claude-haiku-4-5-20251001,0.5,0.28,0.401
R71,R71_9,hybrid,claude-haiku-4-5-20251001,0.5,0.1852,0.3583
